SampleID,SubjectID,commonloungetime_hr,floor,hoursoutside,lastshower_day,personalvcommon,plants,roomateids,roomates,sample_type,samplenum,sex,sheetwashfreq_week,subjectid,surface,surfaceaggregated,surfacegroup,timepoint,washlast_day,windowsopenhours
Env.Fl8.2,Env,NA,8,NA,NA,Common,NA,NA,NA,surface,347,NA,NA,Env,Fl8,Hallway,Hand,2,NA,NA
Env.Fl8.3,Env,NA,8,NA,NA,Common,NA,NA,NA,surface,89,NA,NA,Env,Fl8,Hallway,Hand,3,NA,NA
Env.Fl8.4,Env,NA,8,NA,NA,Common,NA,NA,NA,surface,293,NA,NA,Env,Fl8,Hallway,Hand,4,NA,NA
Env.Md1.1,Env,NA,1,NA,NA,Common,NA,NA,NA,surface,10,NA,NA,Env,Md1,Main Door,Hand,1,NA,NA
Env.Md1.2,Env,NA,1,NA,NA,Common,NA,NA,NA,surface,336,NA,NA,Env,Md1,Main Door,Hand,2,NA,NA
Env.Md1.3,Env,NA,1,NA,NA,Common,NA,NA,NA,surface,67,NA,NA,Env,Md1,Main Door,Hand,3,NA,NA
Env.Md1.4,Env,NA,1,NA,NA,Common,NA,NA,NA,surface,90,NA,NA,Env,Md1,Main Door,Hand,4,NA,NA
Env.Md2.1,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,7,NA,NA,Env,Md2,Main Door,Hand,1,NA,NA
Env.Md2.2,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,350,NA,NA,Env,Md2,Main Door,Hand,2,NA,NA
Env.Md2.3,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,74,NA,NA,Env,Md2,Main Door,Hand,3,NA,NA
Env.Md2.4,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,96,NA,NA,Env,Md2,Main Door,Hand,4,NA,NA
Env.Md3.1,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,11,NA,NA,Env,Md3,Main Door,Hand,1,NA,NA
Env.Md3.2,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,341,NA,NA,Env,Md3,Main Door,Hand,2,NA,NA
Env.Md3.3,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,82,NA,NA,Env,Md3,Main Door,Hand,3,NA,NA
Env.Md3.4,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,84,NA,NA,Env,Md3,Main Door,Hand,4,NA,NA
Env.Md4.4,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,92,NA,NA,Env,Md4,Main Door,Hand,4,NA,NA
Env.Tb1.1,Env,NA,1,NA,NA,Common,NA,NA,NA,surface,47,NA,NA,Env,Tb1,Table,Hand,1,NA,NA
Env.Tb1.2,Env,NA,1,NA,NA,Common,NA,NA,NA,surface,344,NA,NA,Env,Tb1,Table,Hand,2,NA,NA
Env.Tb1.3,Env,NA,1,NA,NA,Common,NA,NA,NA,surface,69,NA,NA,Env,Tb1,Table,Hand,3,NA,NA
Env.Tb1.4,Env,NA,1,NA,NA,Common,NA,NA,NA,surface,91,NA,NA,Env,Tb1,Table,Hand,4,NA,NA
Env.Tb2.1,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,46,NA,NA,Env,Tb2,Table,Hand,1,NA,NA
Env.Tb2.2,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,343,NA,NA,Env,Tb2,Table,Hand,2,NA,NA
Env.Tb2.3,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,72,NA,NA,Env,Tb2,Table,Hand,3,NA,NA
Env.Tb2.4,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,295,NA,NA,Env,Tb2,Table,Hand,4,NA,NA
Env.Tb3.1,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,48,NA,NA,Env,Tb3,Table,Hand,1,NA,NA
Env.Tb3.2,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,379,NA,NA,Env,Tb3,Table,Hand,2,NA,NA
Env.Tb3.3,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,70,NA,NA,Env,Tb3,Table,Hand,3,NA,NA
Env.Tb3.4,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,291,NA,NA,Env,Tb3,Table,Hand,4,NA,NA
Env.Tb4.1,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,45,NA,NA,Env,Tb4,Table,Hand,1,NA,NA
Env.Tb4.2,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,345,NA,NA,Env,Tb4,Table,Hand,2,NA,NA
Env.Tb4.3,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,76,NA,NA,Env,Tb4,Table,Hand,3,NA,NA
Env.Tb4.4,Env,NA,5,NA,NA,Common,NA,NA,NA,surface,297,NA,NA,Env,Tb4,Table,Hand,4,NA,NA
